Name,Host institution,City,Country,ID Card,OrganizationID,,,
"SubcollectionTypeMaterialsStandards#SamplesVIVACS Takayasu - Serum Disease specific, Sample collection Serum 255 VIVACS Takayasu - EDTA-Plasma Disease specific, Sample collection Plasma 209 VIVACS Takayasu - Urine Disease specific, Sample collection Urine 79 VIVACS Takayasu - DNA Disease specific, Sample collection DNA 132 VIVACS Takayasu - Faeces Disease specific, Sample collection Feces 11",,,,,,,,
NAFLD - PNPLA3 Study,"Longitudinal, Sample collection","Serum, Plasma",,2980,,,,
"SubcollectionTypeMaterialsStandards#SamplesNAFLD - PNPLA3 Study - Serum Longitudinal, Sample collection Serum 1495 NAFLD - PNPLA3 Study - EDTA-Plasma Longitudinal, Sample collection Plasma 1485",,,,,,,,
Establishment of a biobank for allogeneix hematopoietic stem cell recipients,"Cohort, Longitudinal, Population-based, Sample collection","Serum, Plasma",,6604,,,,
"SubcollectionTypeMaterialsStandards#SamplesEstablishment of a biobank for allogeneix hematopoietic stem cell recipients - Serum Cohort, Longitudinal, Population-based, Sample collection Serum 2176 Establishment of a biobank for allogeneix hematopoietic stem cell recipients - Plasma Cohort, Longitudinal, Population-based, Sample collection Plasma 2569 Establishment of a biobank for allogeneix hematopoietic stem cell recipients - Citratplasma Cohort, Longitudinal, Population-based, Sample collection Plasma 1859",,,,,,,,
Vagus stimulation in atrial fibrillation,"Longitudinal, Sample collection",Plasma,,365,,,,
"SubcollectionTypeMaterialsStandards#SamplesVagus stimulation in atrial fibrillation - Plasma Longitudinal, Sample collection Plasma 365",,,,,,,,
Biobank liver transplant,"Longitudinal, Population-based, Sample collection","Urine, Serum, Plasma",,592,,,,
"SubcollectionTypeMaterialsStandards#SamplesBiobank liver transplant - Serum Longitudinal, Population-based, Sample collection Serum 245 Biobank liver transplant - EDTA-Plasma Longitudinal, Population-based, Sample collection Plasma 242 Biobank liver transplant - Urine Longitudinal, Population-based, Sample collection Urine 105",,,,,,,,
Establishment of a blood sample bank in the field of gynecological oncology,"Longitudinal, Population-based, Sample collection","Serum, Plasma, Whole Blood",,3982,,,,
"SubcollectionTypeMaterialsStandards#SamplesEstablishment of a blood sample bank in the field of gynecological oncology - Serum Longitudinal, Population-based, Sample collection Serum 2303 Establishment of a blood sample bank in the field of gynecological oncology - EDTA-Plasma Longitudinal, Population-based, Sample collection Plasma 1389 Establishment of a blood sample bank in the field of gynecological oncology - EDTA-Blood Longitudinal, Population-based, Sample collection Whole Blood 290",,,,,,,,
Donor Proteinuria,"Cohort, Longitudinal, Sample collection",Urine,,42,,,,
"SubcollectionTypeMaterialsStandards#SamplesDonor Proteinuria - Urine Cohort, Longitudinal, Sample collection Urine 42",,,,,,,,
Stress among medical staff and controls,"Cohort, Longitudinal, Sample collection","Serum, Plasma",,378,,,,
"SubcollectionTypeMaterialsStandards#SamplesStress among medical staff and controls - Serum Cohort, Longitudinal, Sample collection Serum 180 Stress among medical staff and controls - EDTA-Plasma Cohort, Longitudinal, Sample collection Plasma 198",,,,,,,,
HLA-specific lgE in transplant patients,"Cohort, Longitudinal, Sample collection",Serum,,1728,,,,
"SubcollectionTypeMaterialsStandards#SamplesHLA-specific lgE in transplant patients - Serum Cohort, Longitudinal, Sample collection Serum 1728",,,,,,,,
Biobank colorectal tumors,"Longitudinal, Disease specific, Sample collection",Serum,,343,,,,
"SubcollectionTypeMaterialsStandards#SamplesBiobank colorectal tumors - Serum Longitudinal, Disease specific, Sample collection Serum 343",,,,,,,,
Prospective registry of patients with coronary heart disease,"Cohort, Longitudinal, Disease specific, Sample collection","Other, Plasma, RNA",,2449,,,,
"SubcollectionTypeMaterialsStandards#SamplesProspective registry of patients with coronary heart disease - PAXgene Blood RNA Cohort, Longitudinal, Disease specific, Sample collection RNA 219 Prospective registry of patients with coronary heart disease - EDTA-Plasma Cohort, Longitudinal, Disease specific, Sample collection Plasma 666 Prospective registry of patients with coronary heart disease - PAXgene Blood ccfDNA Cohort, Longitudinal, Disease specific, Sample collection Other 1564",,,,,,,,
Gestational diabetes,"Longitudinal, Population-based, Sample collection","Serum, DNA, Plasma, Whole Blood",,4659,,,,
"SubcollectionTypeMaterialsStandards#SamplesGestational diabetes - Serum Longitudinal, Population-based, Sample collection Serum 1992 Gestational diabetes - EDTA-Plasma Longitudinal, Population-based, Sample collection Plasma 1233 Gestational diabetes - Citratplasma Longitudinal, Population-based, Sample collection Plasma 633 Gestational diabetes - Whole Blood Longitudinal, Population-based, Sample collection Whole Blood 197 Gestational diabetes - DNA Longitudinal, Population-based, Sample collection DNA 604",,,,,,,,
Adipositas,"Longitudinal, Sample collection","Serum, DNA, Plasma, Whole Blood",,13657,,,,
"SubcollectionTypeMaterialsStandards#SamplesAdipositas - Serum Longitudinal, Sample collection Serum 6151 Adipositas - EDTA-Plasma Longitudinal, Sample collection Plasma 2561 Adipositas - Citratplasma Longitudinal, Sample collection Plasma 2985 Adipositas - Whole Blood Longitudinal, Sample collection Whole Blood 1156 Adipositas - DNA Longitudinal, Sample collection DNA 804",,,,,,,,
BORTEJECT,"Other, Sample collection","Urine, Serum, Plasma, Whole Blood",,20453,,,,
"SubcollectionTypeMaterialsStandards#SamplesBORTEJECT - Serum Other, Sample collection Serum 6673 BORTEJECT - EDTA-Plasma Other, Sample collection Plasma 7204 BORTEJECT - EDTA-Blood Other, Sample collection Whole Blood 848 BORTEJECT - Urine Other, Sample collection Urine 5728",,,,,,,,
Circulating miRNA in oral plate Ca,"Longitudinal, Disease specific, Sample collection",RNA,,1342,,,,
"SubcollectionTypeMaterialsStandards#SamplesCirculating miRNA in oral plate Ca - PAXGene RNA Longitudinal, Disease specific, Sample collection RNA 1342",,,,,,,,
Immune thrombocytopenia collection,"Longitudinal, Disease specific, Sample collection","Serum, Plasma, Whole Blood",,1599,,,,
"SubcollectionTypeMaterialsStandards#SamplesImmune thrombocytopenia collection - Serum Longitudinal, Disease specific, Sample collection Serum 566 Immune thrombocytopenia collection - Citratplasma Longitudinal, Disease specific, Sample collection Plasma 860 Immune thrombocytopenia collection - EDTA-Blood Longitudinal, Disease specific, Sample collection Whole Blood 173",,,,,,,,
InCreAS,"Longitudinal, Disease specific, Sample collection","Urine, Plasma",,3046,,,,
"SubcollectionTypeMaterialsStandards#SamplesInCreAS - Urine Longitudinal, Disease specific, Sample collection Urine 2865 InCreAS - Citratplasma Longitudinal, Disease specific, Sample collection Plasma 181",,,,,,,,
Prospective registry of patients after myocardial infarction,"Longitudinal, Disease specific, Sample collection",Plasma,,198,,,,
"SubcollectionTypeMaterialsStandards#SamplesProspective registry of patients after myocardial infarction - EDTA-Plasma Longitudinal, Disease specific, Sample collection Plasma 80 Prospective registry of patients after myocardial infarction - Exosomen-rich EDTA-Plasma Longitudinal, Disease specific, Sample collection Plasma 118",,,,,,,,
ViBiMeD - Biobank for musculoskeletal diseases,"Longitudinal, Disease specific, Sample collection",Other,,78,,,,
"SubcollectionTypeMaterialsStandards#SamplesViBiMeD - Biobank for musculoskeletal diseases - Material not further defined Longitudinal, Disease specific, Sample collection Other 78",,,,,,,,
Neutropenia in hematological neoplasia,"Longitudinal, Sample collection","Other, Plasma, RNA",,177,,,,
"SubcollectionTypeMaterialsStandards#SamplesNeutropenia in hematological neoplasia - Citratplasma Longitudinal, Sample collection Plasma 146 Neutropenia in hematological neoplasia - Paxgene RNA Longitudinal, Sample collection RNA 11 Neutropenia in hematological neoplasia - Lysated PBMCs Longitudinal, Sample collection Other 20",,,,,,,,
Biobank emergency room,"Other, Sample collection","Serum, Plasma",,1306,,,,
"SubcollectionTypeMaterialsStandards#SamplesBiobank emergency room - Serum Other, Sample collection Serum 660 Biobank emergency room - EDTA-Plasma Other, Sample collection Plasma 646",,,,,,,,
Collection: Inflammatory Bowel Diseases,"Disease specific, Sample collection","Feces, Serum, DNA, Plasma, Whole Blood",CEN/TS 16835-2:2015,11184,,,,
"SubcollectionTypeMaterialsStandards#SamplesCollection: Inflammatory Bowel Diseases Disease specific, Sample collection Serum 4534 Collection: Inflammatory Bowel Diseases Disease specific, Sample collection DNA 1400 Collection: Inflammatory Bowel Diseases Disease specific, Sample collection Whole Blood 293 Collection: Inflammatory Bowel Diseases Disease specific, Sample collection Feces 1819 Collection: Inflammatory Bowel Diseases Disease specific, Sample collection Feces 1819 Collection: Inflammatory Bowel Diseases Disease specific, Sample collection Plasma 1319",,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
